timestamp,user_id
1704092400,8262284
1704092401,9534192
1704092401,3680624
1704092401,3605843
1704092402,2201823
1704092402,3139622
1704092402,2716557
1704092403,6663418
1704092403,8645142
1704092403,1993096
1704092404,1240069
1704092405,7916436
1704092406,7038570
1704092406,6294113
1704092407,3657787
1704092407,5647914
1704092408,8874515
1704092408,7796225
1704092408,9392336
1704092410,4618453
1704092410,2587607
1704092410,2683549
1704092411,2110217
1704092411,7739150
1704092412,2449963
1704092412,4444813
1704092412,5440516
1704092413,2867136
1704092415,9147416
1704092416,9956089
1704092418,5847107
1704092419,3621088
1704092420,3245894
1704092421,8583922
1704092421,6938987
1704092422,3298810
1704092422,3406642
1704092424,1611706
1704092425,1761426
1704092425,5798267
1704092425,3691633
1704092427,4393070
1704092427,1407441
1704092429,6336425
1704092429,8448054
1704092429,3218795
1704092430,9830836
1704092430,4007918
1704092431,9389492
1704092431,7304234
1704092432,2952036
1704092432,3079039
1704092432,4627919
1704092432,5521021
1704092433,3651216
1704092433,7667959
1704092433,4214559
1704092434,8325715
1704092435,4618332
1704092435,6777578
1704092437,3621222
1704092438,5158181
1704092438,4444267
1704092439,8321043
1704092439,1055232
1704092439,9756246
1704092441,6723839
1704092442,1048937
1704092442,8918835
1704092442,8310981
1704092442,6446482
1704092443,4839894
1704092443,9870702
1704092443,4033984
1704092443,6901939
1704092444,7578581
1704092444,9791951
1704092445,4253560
1704092445,7078482
1704092446,8037039
1704092446,3948341
1704092447,7883574
1704092447,7051294
1704092447,7562895
1704092447,5317748
1704092448,8204267
1704092449,1291802
1704092449,3935837
1704092450,4153101
1704092450,6262204
1704092450,4246418
1704092452,2264277
1704092452,7009266
1704092454,6929517
1704092454,3904854
1704092454,5979177
1704092455,1025397
1704092456,9485032
1704092456,4958420
1704092456,6982629
1704092457,4139411
1704092457,5224548
1704092458,3130636
1704092459,2824014
1704092460,9520794
1704092461,1486345
1704092461,5878507
1704092462,9437926
1704092463,3121304
1704092464,1846174
1704092465,6162025
1704092465,7140740
1704092466,9676448
1704092466,1688690
1704092467,5257966
1704092467,3803601
1704092468,7799544
1704092468,5433678
1704092469,2706149
1704092470,8134150
1704092471,5928593
1704092472,3826183
1704092472,8946318
1704092473,1705056
1704092473,1574285
1704092474,2347121
1704092474,2682948
1704092474,1547491
1704092474,1444930
1704092475,8585229
1704092475,3380501
1704092476,8922937
1704092476,5903953
1704092476,1074697
1704092477,4401912
1704092478,3383099
1704092478,6991796
1704092478,7531750
1704092478,7892537
1704092478,3608163
1704092479,9814875
1704092481,9295761
1704092481,5968446
1704092481,8077135
1704092481,1102363
1704092483,5368132
1704092483,2198158
1704092484,3567391
1704092484,9476117
1704092485,9455847
1704092487,1610408
1704092488,9338494
1704092489,9817611
1704092489,5776337
1704092489,1416717
1704092490,9311070
1704092492,2551876
1704092492,8663959
1704092492,5814481
1704092494,3278509
1704092494,1601552
1704092494,3746921
1704092494,5943674
1704092495,4327343
1704092495,9436298
1704092495,6761277
1704092495,9857493
1704092495,3392698
1704092496,4331435
1704092496,3331355
1704092497,1447115
1704092497,7786795
1704092497,9987477
1704092498,6380892
1704092499,6355742
1704092500,7891530
1704092500,1122506
1704092501,8924176
1704092501,5277610
1704092501,4845711
1704092501,8467759
1704092502,2317944
1704092505,4796412
1704092506,5656499
1704092506,9266578
1704092507,7801954
1704092507,5410128
1704092509,1764041
1704092511,3457799
1704092511,6826321
1704092512,5996139
1704092513,5472122
1704092513,8015337
1704092514,9601853
1704092515,6605819
1704092515,8527557
1704092515,2655574
1704092515,7245051
1704092516,8415744
1704092516,5899508
1704092517,5499596
1704092517,3815176
1704092517,7727824
1704092518,1769904
1704092518,8716129
1704092518,8825723
1704092518,9108287
1704092519,4417329
1704092519,8753030
1704092519,4705053
1704092520,4679320
1704092522,6050607
1704092522,9226204
1704092523,6170968
1704092524,8565445
1704092524,7700059
1704092525,4585505
1704092525,8437413
1704092526,2034700
1704092526,7183158
1704092527,2983501
1704092528,1086459
1704092528,9171102
1704092528,2965178
1704092529,1240095
1704092531,6496038
1704092532,9960499
1704092533,8897858
1704092533,3640295
1704092534,7891387
1704092534,6325023
1704092535,7046493
1704092536,2293918
1704092537,7845965
1704092537,5140305
1704092538,4247341
1704092538,2647284
1704092538,1603444
1704092539,8418355
1704092539,6121382
1704092541,2573960
1704092542,6763605
1704092543,1510571
1704092543,8994370
1704092545,4438324
1704092545,3458201
1704092545,9477339
1704092545,4130349
1704092547,3045997
1704092548,4162980
1704092548,4573058
1704092548,1827613
1704092550,2795062
1704092550,4350370
1704092551,8958585
1704092552,3814223
1704092552,2189669
1704092553,4594393
1704092553,7752866
1704092554,8849589
1704092554,5662570
1704092555,8784198
1704092555,8007641
1704092555,5421649
1704092556,9626039
1704092559,9536557
1704092559,6263405
1704092560,4791392
1704092562,2085421
1704092563,7907341
1704092563,8958943
1704092564,9697752
1704092564,8524650
1704092565,3657902
1704092565,2368089
1704092566,7926568
1704092566,3382749
1704092569,5021911
1704092570,7712056
1704092572,1717062
1704092572,9608382
1704092572,5659926
1704092573,2787089
1704092574,9632434
1704092575,8068431
1704092576,1157267
1704092577,6452775
1704092577,9738566
1704092580,8377146
1704092580,8117518
1704092580,1097271
1704092581,9224854
1704092581,1806082
1704092581,9364288
1704092582,9207777
1704092582,2554762
1704092583,1999528
1704092583,9605433
1704092583,2436220
1704092584,1421399
1704092584,9090578
1704092584,7363738
1704092585,7467932
1704092585,6719549
1704092585,1993761
1704092586,8075139
1704092586,3040966
1704092587,2860741
1704092587,3486922
1704092587,4378907
1704092587,1205203
1704092588,8295068
1704092588,3723431
1704092588,9527033
1704092589,6509235
1704092589,2326621
1704092590,7489029
1704092590,9782548
1704092592,6197168
1704092592,1899702
1704092593,5104702
1704092593,8274110
1704092593,7969840
1704092595,1658488
1704092595,7815241
1704092596,9699081
1704092597,2198637
1704092597,9870352
1704092597,1905354
1704092598,6049442
1704092598,6645760
1704092599,3020953
1704092600,5713156
1704092600,7799911
1704092601,3954895
1704092602,8293023
1704092602,4347208
1704092602,5316801
1704092602,9584405
1704092604,7846176
1704092605,8290639
1704092605,7939787
1704092606,5971602
1704092606,8884355
1704092607,9629692
1704092608,4182300
1704092608,1453174
1704092609,7453681
1704092609,1485115
1704092610,6901894
1704092610,2074481
1704092611,6019026
1704092611,7745922
1704092611,1217441
1704092611,3847874
1704092612,6822259
1704092612,7188671
1704092612,2312450
1704092615,6382771
1704092616,1189711
1704092616,6094563
1704092616,6664358
1704092617,2975033
1704092618,9622776
1704092618,9337498
1704092619,8678268
1704092619,3201356
1704092619,6682034
1704092619,5886449
1704092619,5545039
1704092619,5126365
1704092620,1573781
1704092620,7215622
1704092621,8128630
1704092622,9221357
1704092622,4892432
1704092623,9285934
1704092623,8496575
1704092624,2716497
1704092625,6871218
1704092625,2547173
1704092626,1396242
1704092626,2467658
1704092627,6251444
1704092628,1992491
1704092628,1032169
1704092629,8245619
1704092629,5891407
1704092629,9514668
1704092631,3112675
1704092632,5665781
1704092632,7632238
1704092633,7150807
1704092633,3333175
1704092634,9408353
1704092634,2219506
1704092635,1512293
1704092637,4952740
1704092637,9441579
1704092637,2659609
1704092640,6146985
1704092641,6785947
1704092641,5585890
1704092642,5326578
1704092642,4980723
1704092642,5331493
1704092642,7011959
1704092642,3840919
1704092642,2262137
1704092643,4435905
1704092643,1785991
1704092644,1638270
1704092645,6447429
1704092645,6688843
1704092646,4001237
1704092647,8169376
1704092647,9839073
1704092647,1220280
1704092647,1147772
1704092648,1227112
1704092648,7044010
1704092648,7872317
1704092648,9561660
1704092649,4714268
1704092649,4206464
1704092650,3468379
1704092650,2884990
1704092655,1852700
1704092655,3448631
1704092656,6161333
1704092656,7316232
1704092656,8619412
1704092657,4578809
1704092657,2309057
1704092660,8391370
1704092660,3708268
1704092660,5030974
1704092660,4714691
1704092660,3847579
1704092660,5043286
1704092660,2923320
1704092662,9322332
1704092663,3351824
1704092663,4450074
1704092663,8612749
1704092665,9892388
1704092666,4820436
1704092668,2950886
1704092668,6637366
1704092668,5463527
1704092668,2185765
1704092670,8227330
1704092671,6078746
1704092672,2687804
1704092672,6167074
1704092672,5352664
1704092673,9383679
1704092674,6904311
1704092674,3882836
1704092674,8101332
1704092674,7703955
1704092675,3980794
1704092676,2632868
1704092676,7564408
1704092676,2702937
1704092676,7120348
1704092676,9588461
1704092676,9422528
1704092677,9817360
1704092678,7000106
1704092679,7398738
1704092680,8006596
1704092680,1849582
1704092683,1545929
1704092683,5498570
1704092684,9591552
1704092684,3353693
1704092685,5049738
1704092686,2944378
1704092686,4303482
1704092687,9312746
1704092688,9486541
1704092689,1594528
1704092690,8895390
1704092690,5255644
1704092692,2387316
1704092692,6570032
1704092693,7731556
1704092694,3876281
1704092695,5836360
1704092695,3859230
1704092695,8134333
1704092695,5099060
1704092695,6889223
1704092696,2479858
1704092696,2040521
1704092697,2662496
1704092699,6822009
1704092699,9267015
1704092700,7012580
1704092701,5986696
1704092701,9900088
1704092701,5651176
1704092703,4182535
1704092704,9456192
1704092704,3983962
1704092704,8169442
1704092705,4980436
1704092705,5385168
1704092707,6548683
1704092707,4760902
1704092707,3181123
1704092708,1624078
1704092708,5924759
1704092709,2344804
1704092710,3803966
1704092712,4630904
1704092713,3759805
1704092713,4341271
1704092715,3247939
1704092715,6640337
1704092715,7464561
1704092716,2618049
1704092717,9163676
1704092717,6878602
1704092717,3244458
1704092718,8488117
1704092718,8957162
1704092719,4552677
1704092719,4960782
1704092719,8072825
1704092719,8863876
1704092720,5717078
1704092723,6675265
1704092723,9065272
1704092725,9990670
1704092726,8157063
1704092726,8415358
1704092726,9330599
1704092727,7631772
1704092727,4526775
1704092728,2563763
1704092729,6168508
1704092729,3543103
1704092730,8715229
1704092730,9542354
1704092731,9540191
1704092736,5207376
1704092737,6408010
1704092737,9285145
1704092738,1835539
1704092738,9728568
1704092739,3067421
1704092740,5439574
1704092740,3451860
1704092740,4763639
1704092740,6579168
1704092741,8370301
1704092742,4344059
1704092743,9105227
1704092743,6405505
1704092743,5313902
1704092743,2314995
1704092745,9831125
1704092745,2933085
1704092746,3507427
1704092746,6243984
1704092747,5883665
1704092747,5454454
1704092747,5344590
1704092748,9594619
1704092749,4696358
1704092749,8233484
1704092749,8487952
1704092750,7636342
1704092751,6900946
1704092754,1615324
1704092754,8040822
1704092755,1386693
1704092755,4243909
1704092756,9279436
1704092757,4927105
1704092758,7218645
1704092758,9759446
1704092759,3571887
1704092760,1754317
1704092760,8255462
1704092761,5048594
1704092761,1400580
1704092761,9836189
1704092761,9713304
1704092763,8223621
1704092763,8419626
1704092763,5046260
1704092765,1812575
1704092766,5996994
1704092766,3495278
1704092766,7789611
1704092768,4759185
1704092769,4839569
1704092769,4978449
1704092769,8571959
1704092770,2950554
1704092770,6370031
1704092772,6492404
1704092773,1771183
1704092773,6901282
1704092773,1206849
1704092773,5011035
1704092773,3238392
1704092774,6807072
1704092776,8934360
1704092778,4500538
1704092778,1712611
1704092779,3268712
1704092779,8501434
1704092779,8048241
1704092781,9756275
1704092781,2794863
1704092783,1515341
1704092783,3050064
1704092785,1427826
1704092785,3869829
1704092785,8899772
1704092785,6494126
1704092785,1232690
1704092785,2833046
1704092786,1503647
1704092786,9929048
1704092786,1083624
1704092786,1447852
1704092787,2143344
1704092788,5132928
1704092788,1875211
1704092788,8344000
1704092788,1798003
1704092790,6141704
1704092791,4356447
1704092791,1649815
1704092791,4807776
1704092791,1554308
1704092791,2982051
1704092792,6711704
1704092792,7295895
1704092793,7114108
1704092793,4198161
1704092793,6977397
1704092793,1253580
1704092794,4042375
1704092794,8228520
1704092794,3955804
1704092796,1169492
1704092796,6051499
1704092797,3753403
1704092797,1377602
1704092798,8198075
1704092798,7127710
1704092799,7698343
1704092799,2397115
1704092800,5747017
1704092801,8429227
1704092801,6528252
1704092801,6481995
1704092802,9313907
1704092802,7460047
1704092802,9811391
1704092802,2538688
1704092803,4132032
1704092805,6785163
1704092805,8220871
1704092805,9926914
1704092806,6226279
1704092808,2966247
1704092809,1998168
1704092810,4727369
1704092810,6129742
1704092810,9514563
1704092811,3038388
1704092811,3267835
1704092812,9589843
1704092813,5564586
1704092813,8345125
1704092813,4929308
1704092814,5547153
1704092814,1388781
1704092815,4382724
1704092815,1607440
1704092817,4227024
1704092818,4300244
1704092818,4551964
1704092818,1367420
1704092819,3529745
1704092819,2663827
1704092820,3125343
1704092820,6287716
1704092820,1292263
1704092821,9938758
1704092821,8662184
1704092822,3917976
1704092822,3163864
1704092823,4775692
1704092823,6289950
1704092824,8208161
1704092825,8228009
1704092825,8008535
1704092826,6441954
1704092827,9623123
1704092827,5026927
1704092828,5450550
1704092829,9994973
1704092829,4501533
1704092831,3510518
1704092832,4405989
1704092833,1801132
1704092833,9936418
1704092834,9205535
1704092834,8632039
1704092834,8557114
1704092835,8225830
1704092835,2628157
1704092836,3868962
1704092836,5610273
1704092837,4595747
1704092838,2042405
1704092838,7934126
1704092838,5710221
1704092838,8369936
1704092838,8511287
1704092838,2932721
1704092838,4709563
1704092839,7025899
1704092840,7118311
1704092841,6080582
1704092841,1891046
1704092841,4363858
1704092842,9821844
1704092842,8416201
1704092842,2175803
1704092842,9412527
1704092843,7302604
1704092843,9110175
1704092844,2446514
1704092844,6953656
1704092846,4687260
1704092846,7384680
1704092847,9474471
1704092849,8983837
1704092849,7500006
1704092849,3019174
1704092850,8434362
1704092851,7507431
1704092851,9388788
1704092852,5595070
1704092853,9541730
1704092854,8922548
1704092857,9763540
1704092857,8563749
1704092858,8578195
1704092859,1536904
1704092859,5068085
1704092859,4414853
1704092860,8539893
1704092860,9199814
1704092861,3025540
1704092861,4483317
1704092861,9083386
1704092862,6877537
1704092862,1083898
